"ITTER107"|"Territory"|"TIPO_DATO_CVSTRA"|"Data type"|"SEXISTAT1"|"Gender"|"ETA1"|"Age"|"ISO"|"Citizenship"|"COPPIA"|"Couple"|"TIP_FAM"|"Type of household"|"PRES_LUOGO"|"Presence in Italy"|"TITOLO_STUDIO"|"Level of education"|"CONDIZIONE_DICH4"|"Labour status"|"LINGUA"|"Language"|"SODDISFAZIONE"|"Satisfaction with life and work"|"DISCRIMINATION"|"Discrimination"|"TIME"|"Select time"|"Value"|"Flag Codes"|"Flags"
"IT"|"Italy"|"NFOR_PERCE"|"foreign citizens by age (percent)"|"9"|"total"|"Y0-13"|"0-13 years"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|28.1||
"IT"|"Italy"|"NFOR_PERCE"|"foreign citizens by age (percent)"|"9"|"total"|"Y0-13"|"0-13 years"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|15.6||
"IT"|"Italy"|"NFOR_PERCE"|"foreign citizens by age (percent)"|"9"|"total"|"Y0-13"|"0-13 years"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|19.4||
"IT"|"Italy"|"NFOR_PERCE"|"foreign citizens by age (percent)"|"9"|"total"|"Y14-17"|"14-17 years"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|5.2||
"IT"|"Italy"|"NFOR_PERCE"|"foreign citizens by age (percent)"|"9"|"total"|"Y14-17"|"14-17 years"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|3.1||
"IT"|"Italy"|"NFOR_PERCE"|"foreign citizens by age (percent)"|"9"|"total"|"Y14-17"|"14-17 years"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|4.3||
"IT"|"Italy"|"NFOR_PERCE"|"foreign citizens by age (percent)"|"9"|"total"|"Y14-17"|"14-17 years"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|3.5||
"IT"|"Italy"|"NFOR_PERCE"|"foreign citizens by age (percent)"|"9"|"total"|"Y14-17"|"14-17 years"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|3.7||
"IT"|"Italy"|"NFOR_PERCE"|"foreign citizens by age (percent)"|"9"|"total"|"Y14-17"|"14-17 years"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|4||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"BORN_IT"|"living in Italy from birth"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|18.9||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN2"|"born in Italy"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|19||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_75"|"arrived in Italy aged 0-5"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|5.2||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_50"|"arrived in Italy aged 6-12"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|6.5||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_25"|"arrived in Italy aged 13-17"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|10.9||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1"|"arrived in Italy aged over 18"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|58.5||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_A"|"living in Italy for up to 4 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|13.2||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_B"|"living in Italy from 5 to 10 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|28.4||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_C"|"living in Italy for 11 years or more"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|39.4||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"AL"|"Albania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|100||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"BORN_IT"|"living in Italy from birth"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.3||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN2"|"born in Italy"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.6||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_75"|"arrived in Italy aged 0-5"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|5.6||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_50"|"arrived in Italy aged 6-12"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|5.9||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_25"|"arrived in Italy aged 13-17"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|5.2||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1"|"arrived in Italy aged over 18"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|75.7||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_A"|"living in Italy for up to 4 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|19.3||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_B"|"living in Italy from 5 to 10 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|48.4||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_C"|"living in Italy for 11 years or more"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|25.1||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EU27"|"European Union (27 countries)"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|100||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"BORN_IT"|"living in Italy from birth"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|16.9||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN2"|"born in Italy"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|17.2||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_75"|"arrived in Italy aged 0-5"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|5.9||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_50"|"arrived in Italy aged 6-12"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|6.1||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_25"|"arrived in Italy aged 13-17"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.2||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1"|"arrived in Italy aged over 18"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|63.5||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_A"|"living in Italy for up to 4 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|15||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_B"|"living in Italy from 5 to 10 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|33.3||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_C"|"living in Italy for 11 years or more"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|34.8||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"EXT_EU27"|"Extra EU-27"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|100||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"BORN_IT"|"living in Italy from birth"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|22.4||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN2"|"born in Italy"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|22.4||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_75"|"arrived in Italy aged 0-5"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|7.4||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_50"|"arrived in Italy aged 6-12"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|5.3||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_25"|"arrived in Italy aged 13-17"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|6||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1"|"arrived in Italy aged over 18"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|58.9||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_A"|"living in Italy for up to 4 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|13.9||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_B"|"living in Italy from 5 to 10 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|29.9||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_C"|"living in Italy for 11 years or more"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|33.9||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"MA"|"Morocco"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|100||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"BORN_IT"|"living in Italy from birth"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|8.6||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN2"|"born in Italy"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|8.8||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_75"|"arrived in Italy aged 0-5"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|5.2||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_50"|"arrived in Italy aged 6-12"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|6.4||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_25"|"arrived in Italy aged 13-17"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|6.2||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1"|"arrived in Italy aged over 18"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|73.4||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_A"|"living in Italy for up to 4 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|21.5||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_B"|"living in Italy from 5 to 10 years"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|53.8||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"TIMERES_C"|"living in Italy for 11 years or more"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|16.1||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"RO"|"Romania"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"ALL"|"all items"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|100||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"BORN_IT"|"living in Italy from birth"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|14.1||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN2"|"born in Italy"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|14.4||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_75"|"arrived in Italy aged 0-5"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|5.8||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_50"|"arrived in Italy aged 6-12"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|6||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1_25"|"arrived in Italy aged 13-17"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|6.7||
"IT"|"Italy"|"NFOR_PERCP"|"foreign citizens by presence in Italy (percent)"|"9"|"total"|"TOTAL"|"total"|"WRL_X_ITA"|"Foreign countries"|"COUP_FOR"|"couple families with foreign citizens"|"FR_HH"|"private households with at least one foreign member"|"GEN1"|"arrived in Italy aged over 18"|"99"|"total"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"ALL"|"all items"|"2012"|"2012"|67||
