"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITCD","Nord","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q2","Q2-2023",50.48234,,
"ITCD","Nord","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q3","Q3-2023",52.083153,,
"ITCD","Nord","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q4","Q4-2023",53.153532,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019","2019",69.638903,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q1","Q1-2019",70.258039,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q2","Q2-2019",69.42214,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q4","Q4-2019",69.651552,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q3","Q3-2019",69.252041,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020","2020",65.799163,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q2","Q2-2020",63.682719,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q1","Q1-2020",68.748098,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q3","Q3-2020",66.21368,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q4","Q4-2020",64.472916,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021","2021",66.719159,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022","2022",69.77062,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023","2023",69.427159,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q1","Q1-2021",61.737919,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q2","Q2-2021",68.422818,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q3","Q3-2021",68.580838,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q4","Q4-2021",68.381007,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q1","Q1-2022",69.768192,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q2","Q2-2022",69.650287,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q3","Q3-2022",68.808741,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q4","Q4-2022",70.88949,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q1","Q1-2023",69.395138,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q2","Q2-2023",69.408621,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q3","Q3-2023",69.196251,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q4","Q4-2023",69.716311,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019","2019",69.189227,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q1","Q1-2019",68.831341,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q2","Q2-2019",70.482808,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q4","Q4-2019",68.430741,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q3","Q3-2019",69.014022,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",63.783824,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q2","Q2-2020",61.56841,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q1","Q1-2020",64.040762,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q3","Q3-2020",66.494859,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q4","Q4-2020",62.978297,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021","2021",66.775582,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022","2022",70.660106,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023","2023",73.871283,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q1","Q1-2021",60.781457,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q2","Q2-2021",68.723522,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q3","Q3-2021",69.101803,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q4","Q4-2021",68.602074,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q1","Q1-2022",67.874975,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q2","Q2-2022",70.924293,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q3","Q3-2022",70.680001,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q4","Q4-2022",72.967212,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q1","Q1-2023",70.922816,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q2","Q2-2023",75.032462,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q3","Q3-2023",76.232459,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q4","Q4-2023",73.061095,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2019","2019",63.143049,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q1","Q1-2019",62.642819,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q2","Q2-2019",63.901332,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q4","Q4-2019",62.669936,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q3","Q3-2019",63.359689,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2020","2020",58.620553,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q2","Q2-2020",57.25246,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q1","Q1-2020",60.995225,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q3","Q3-2020",58.444598,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q4","Q4-2020",57.803895,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2021","2021",60.5584,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2022","2022",63.369649,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2023","2023",64.640705,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q1","Q1-2021",56.719195,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q2","Q2-2021",60.660176,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q3","Q3-2021",62.285438,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q4","Q4-2021",62.447296,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q1","Q1-2022",61.622772,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q2","Q2-2022",62.849887,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q3","Q3-2022",63.604615,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q4","Q4-2022",65.446664,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q1","Q1-2023",63.433519,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q2","Q2-2023",63.561905,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q3","Q3-2023",65.384276,,
"ITCD","Nord","EMP_R","employment rate","9","total","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q4","Q4-2023",66.137741,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019","2019",83.27056,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020","2020",78.268162,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021","2021",78.01394,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022","2022",83.80734,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023","2023",83.133882,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019","2019",84.857805,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",80.254791,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021","2021",84.304207,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022","2022",84.186981,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023","2023",82.374863,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2019","2019",78.294457,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q1","Q1-2019",78.1239,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q2","Q2-2019",77.727377,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q4","Q4-2019",78.669662,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q3","Q3-2019",78.6741,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2020","2020",72.263535,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q2","Q2-2020",70.019109,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q1","Q1-2020",74.987672,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q3","Q3-2020",70.475107,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q4","Q4-2020",73.673289,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2021","2021",74.30488,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2022","2022",77.821931,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2023","2023",78.329411,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q1","Q1-2021",71.241252,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q2","Q2-2021",73.201074,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q3","Q3-2021",75.378907,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q4","Q4-2021",77.178851,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q1","Q1-2022",77.081307,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q2","Q2-2022",78.430017,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q3","Q3-2022",77.007387,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q4","Q4-2022",78.793543,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q1","Q1-2023",75.539114,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q2","Q2-2023",78.004172,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q3","Q3-2023",80.517451,,
"ITC","Nord-ovest","EMP_R","employment rate","1","males","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q4","Q4-2023",79.236565,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019","2019",56.322942,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020","2020",49.649687,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021","2021",52.038413,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022","2022",55.335766,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023","2023",55.809531,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019","2019",60.047235,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",52.206606,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021","2021",54.749989,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022","2022",58.922837,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023","2023",67.228562,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2019","2019",48.895753,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q1","Q1-2019",47.972589,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q2","Q2-2019",48.610103,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q4","Q4-2019",49.292625,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q3","Q3-2019",49.706611,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2020","2020",43.024819,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q2","Q2-2020",40.195661,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q1","Q1-2020",46.051645,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q3","Q3-2020",43.604076,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q4","Q4-2020",42.24408,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2021","2021",45.360342,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2022","2022",48.416785,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2023","2023",51.42379,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q1","Q1-2021",42.049796,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q2","Q2-2021",44.521556,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q3","Q3-2021",47.775375,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q4","Q4-2021",47.036698,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q1","Q1-2022",46.114093,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q2","Q2-2022",47.532266,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q3","Q3-2022",47.64464,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q4","Q4-2022",52.490956,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q1","Q1-2023",51.197446,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q2","Q2-2023",49.636185,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q3","Q3-2023",51.421869,,
"ITC","Nord-ovest","EMP_R","employment rate","2","females","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q4","Q4-2023",53.393527,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019","2019",68.476632,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q1","Q1-2019",69.036191,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q2","Q2-2019",67.866351,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q4","Q4-2019",68.506617,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q3","Q3-2019",68.508526,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020","2020",63.112083,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q2","Q2-2020",60.31497,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q1","Q1-2020",66.005335,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q3","Q3-2020",64.007474,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q4","Q4-2020",61.996805,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021","2021",64.043543,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022","2022",68.437619,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023","2023",68.517157,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q1","Q1-2021",60.179499,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q2","Q2-2021",65.826957,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q3","Q3-2021",64.888607,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q4","Q4-2021",65.596748,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q1","Q1-2022",68.944099,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q2","Q2-2022",68.693548,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q3","Q3-2022",65.59074,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q4","Q4-2022",70.651632,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q1","Q1-2023",69.139308,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q2","Q2-2023",68.977933,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q3","Q3-2023",67.883533,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q4","Q4-2023",68.163574,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019","2019",68.89313,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q1","Q1-2019",70.621152,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q2","Q2-2019",69.437287,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q4","Q4-2019",67.697506,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q3","Q3-2019",67.95366,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",61.552265,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q2","Q2-2020",56.642476,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q1","Q1-2020",62.513384,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q3","Q3-2020",64.63317,,
"ITC","Nord-ovest","EMP_R","employment rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q4","Q4-2020",61.94307,,
