"ITTER107","Territory","TIPO_DATO_FOL","Data type","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","7","upper and post secondary","FRG","foreign","2024-Q1","Q1-2024",21.069283,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","7","upper and post secondary","FRG","foreign","2024-Q2","Q2-2024",20.358194,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-74","15-74 years","7","upper and post secondary","FRG","foreign","2024-Q3","Q3-2024",14.587331,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2019","2019",14.97132,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q1","Q1-2019",17.236921,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q2","Q2-2019",16.433525,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q4","Q4-2019",14.33348,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2019-Q3","Q3-2019",11.895575,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2020","2020",12.838139,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q2","Q2-2020",8.418951,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q1","Q1-2020",12.777249,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q3","Q3-2020",15.0693,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2020-Q4","Q4-2020",14.545483,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2021","2021",15.376324,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2022","2022",13.064772,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2023","2023",11.951739,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q1","Q1-2021",17.732787,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q2","Q2-2021",14.542015,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q3","Q3-2021",12.944432,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2021-Q4","Q4-2021",16.21763,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q1","Q1-2022",14.47803,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q2","Q2-2022",13.186766,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q3","Q3-2022",11.505227,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2022-Q4","Q4-2022",13.000592,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q1","Q1-2023",13.567122,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q2","Q2-2023",11.592438,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q3","Q3-2023",10.762434,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2023-Q4","Q4-2023",11.915343,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2024-Q1","Q1-2024",11.708863,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2024-Q2","Q2-2024",9.993476,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y15-64","15-64 years","99","total","FRG","foreign","2024-Q3","Q3-2024",8.206046,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019","2019",11.373717,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q1","Q1-2019",11.641511,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q2","Q2-2019",12.875659,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q4","Q4-2019",11.136401,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q3","Q3-2019",9.781772,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",11.009031,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q2","Q2-2020",10.631928,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q1","Q1-2020",10.239874,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q3","Q3-2020",9.737029,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q4","Q4-2020",13.362456,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021","2021",13.786853,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022","2022",10.329555,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023","2023",9.091138,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q1","Q1-2021",16.420092,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q2","Q2-2021",12.665712,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q3","Q3-2021",12.493563,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q4","Q4-2021",13.693163,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q1","Q1-2022",11.271489,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q2","Q2-2022",9.264578,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q3","Q3-2022",9.432591,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q4","Q4-2022",11.452447,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q1","Q1-2023",11.426104,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q2","Q2-2023",9.271393,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q3","Q3-2023",7.838626,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q4","Q4-2023",8.185681,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q1","Q1-2024",8.714073,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q2","Q2-2024",8.476839,,
"IT","Italy","UNEM_R","unemployment rate","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q3","Q3-2024",7.717114,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2019","2019",14.731775,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2019-Q1","Q1-2019",16.830612,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2019-Q2","Q2-2019",16.140129,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2019-Q4","Q4-2019",14.264464,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2019-Q3","Q3-2019",11.709077,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2020","2020",12.651965,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2020-Q2","Q2-2020",8.376103,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2020-Q1","Q1-2020",12.470812,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2020-Q3","Q3-2020",14.887137,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2020-Q4","Q4-2020",14.370468,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2021","2021",15.003061,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2022","2022",12.852461,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2023","2023",11.802752,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2021-Q1","Q1-2021",17.385098,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2021-Q2","Q2-2021",14.094885,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2021-Q3","Q3-2021",12.421289,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2021-Q4","Q4-2021",16.02445,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2022-Q1","Q1-2022",14.108589,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2022-Q2","Q2-2022",13.053077,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2022-Q3","Q3-2022",11.291491,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2022-Q4","Q4-2022",12.877524,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2023-Q1","Q1-2023",13.499402,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2023-Q2","Q2-2023",11.635584,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2023-Q3","Q3-2023",10.312912,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2023-Q4","Q4-2023",11.791448,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2024-Q1","Q1-2024",11.574611,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2024-Q2","Q2-2024",9.615021,,
"ITE","Centro (I)","UNEM_R","unemployment rate","Y20-64","20-64 years","99","total","FRG","foreign","2024-Q3","Q3-2024",8.069435,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019","2019",19.296229,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q1","Q1-2019",19.254915,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q2","Q2-2019",20.561651,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q4","Q4-2019",21.527748,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q3","Q3-2019",15.974379,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020","2020",18.798706,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q2","Q2-2020",17.21873,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q1","Q1-2020",23.947284,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q3","Q3-2020",19.055226,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q4","Q4-2020",15.151986,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021","2021",20.842885,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022","2022",19.345744,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023","2023",18.449457,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q1","Q1-2021",21.161277,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q2","Q2-2021",22.770013,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q3","Q3-2021",16.385955,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2021-Q4","Q4-2021",22.563874,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q1","Q1-2022",22.499209,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q2","Q2-2022",22.097312,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q3","Q3-2022",16.322138,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2022-Q4","Q4-2022",16.851092,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q1","Q1-2023",22.527113,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q2","Q2-2023",15.885103,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q3","Q3-2023",18.25175,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2023-Q4","Q4-2023",17.337018,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2024-Q1","Q1-2024",21.408689,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2024-Q2","Q2-2024",20.504338,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2024-Q3","Q3-2024",14.800273,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2019","2019",19.227766,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2019-Q1","Q1-2019",19.390886,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2019-Q2","Q2-2019",20.45989,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2019-Q4","Q4-2019",21.244472,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2019-Q3","Q3-2019",15.974379,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2020","2020",18.546534,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2020-Q2","Q2-2020",17.056257,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2020-Q1","Q1-2020",23.134207,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2020-Q3","Q3-2020",19.082491,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2020-Q4","Q4-2020",15.023558,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2021","2021",20.686354,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2022","2022",19.345744,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2023","2023",18.4189,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2021-Q1","Q1-2021",20.723627,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2021-Q2","Q2-2021",22.770013,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2021-Q3","Q3-2021",16.403232,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2021-Q4","Q4-2021",22.35431,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2022-Q1","Q1-2022",22.499209,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2022-Q2","Q2-2022",22.097312,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2022-Q3","Q3-2022",16.322138,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2022-Q4","Q4-2022",16.851092,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2023-Q1","Q1-2023",22.465425,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2023-Q2","Q2-2023",16.001817,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2023-Q3","Q3-2023",18.068686,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2023-Q4","Q4-2023",17.337018,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2024-Q1","Q1-2024",21.458836,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2024-Q2","Q2-2024",20.316443,,
"ITFG","Mezzogiorno","UNEM_R","unemployment rate","Y20-64","20-64 years","7","upper and post secondary","FRG","foreign","2024-Q3","Q3-2024",14.613109,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019","2019",10.675724,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q1","Q1-2019",9.600972,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q2","Q2-2019",9.184094,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q4","Q4-2019",10.790035,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q3","Q3-2019",12.873111,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",10.072481,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q2","Q2-2020",16.78533,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q1","Q1-2020",8.735746,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q3","Q3-2020",7.711285,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q4","Q4-2020",7.870518,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021","2021",12.508973,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022","2022",10.209164,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023","2023",7.700777,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q1","Q1-2021",19.25581,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q2","Q2-2021",10.339997,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q3","Q3-2021",11.600317,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q4","Q4-2021",9.730072,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q1","Q1-2022",8.970852,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q2","Q2-2022",7.083138,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q3","Q3-2022",12.8826,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q4","Q4-2022",11.55581,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q1","Q1-2023",10.110259,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q2","Q2-2023",7.704804,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q3","Q3-2023",5.012195,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2023-Q4","Q4-2023",8.357192,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q1","Q1-2024",8.861317,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q2","Q2-2024",4.813626,,
"ITC","Nord-ovest","UNEM_R","unemployment rate","Y20-64","20-64 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2024-Q3","Q3-2024",5.63075,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019","2019",11.304031,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q1","Q1-2019",12.628066,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q2","Q2-2019",11.654984,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q4","Q4-2019",11.262858,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2019-Q3","Q3-2019",9.690017,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020","2020",12.249101,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q2","Q2-2020",11.994434,,
"ITCD","Nord","UNEM_R","unemployment rate","Y15-64","15-64 years","7","upper and post secondary","FRG","foreign","2020-Q1","Q1-2020",11.035604,,
