STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,MIGRATION_TYPE,Entry category,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LUX,Luxembourg,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2023,,17279,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SVK,Slovak Republic,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2014,,853,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SVK,Slovak Republic,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2015,,1224,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SVK,Slovak Republic,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2016,,1741,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SVK,Slovak Republic,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2017,,1729,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SVK,Slovak Republic,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2018,,1970,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SVK,Slovak Republic,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2019,,1530,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SVK,Slovak Republic,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2020,,752,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SVK,Slovak Republic,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2021,,667,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SVK,Slovak Republic,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2022,,551,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SVK,Slovak Republic,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2023,,442,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2014,,5509,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2015,,1279,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2016,,1264,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2017,,1111,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2018,,1264,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2019,,1287,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2020,,1167,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2021,,2792,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2022,,5319,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2023,,3765,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2014,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2015,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2016,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2017,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2018,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2019,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2020,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2021,,4,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2022,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,LTU,Lithuania,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2023,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2014,,1110.381542,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2015,,4246,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2016,,4598,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2017,,5383,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2018,,5242,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2019,,6352,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2020,,5809,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2021,,8012,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2022,,13087,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,FIN,Finland,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2023,,12247,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2014,,10304,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2015,,8668,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2016,,8566,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2017,,5173,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2018,,5747,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2019,,6183,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2020,,7582,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2021,,10664,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2022,,10294,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,MEX,Mexico,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2023,,8180,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2014,,4190,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2015,,3821,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2016,,4345,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2017,,4640,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2018,,5191,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2019,,4920,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2020,,3342,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2021,,4464,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2022,,6779,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2023,,5691,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2014,,92642,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2015,,94333,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2016,,29088,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2017,,30828,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2018,,37213,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2019,,41121,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2020,,38752,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2021,,55123,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2022,,59190,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2023,,100234,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ITA,Italy,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2014,,22013,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ITA,Italy,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2015,,29548,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ITA,Italy,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2016,,36660,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ITA,Italy,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2017,,33873,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ITA,Italy,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2018,,11415,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ITA,Italy,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2019,,747,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ITA,Italy,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2020,,648,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ITA,Italy,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2021,,3144,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ITA,Italy,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2022,,5403,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ITA,Italy,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2023,,4715.727981,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2014,,13672,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2015,,13440,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2016,,14382,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2017,,14663,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2018,,16003,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2019,,15257,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2020,,17633,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2021,,14593,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2022,,11689,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2023,,11650,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,EST,Estonia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2014,,0,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,EST,Estonia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2015,,3188,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,EST,Estonia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2016,,3511,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,EST,Estonia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2017,,4555,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,EST,Estonia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2018,,4158,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,EST,Estonia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2019,,3923,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,EST,Estonia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2020,,3405,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,EST,Estonia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2021,,4082,,A,Normal value,0,Units,0,Zero
