DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,CITIZENSHIP,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_CITIZENSHIP,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC46,FJAN,9,XEUR_NEU28_OTH,2023,23368,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,999,2023,0,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,AFR_C_S,2023,287,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,AFR_E,2023,189,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,AFR_N,2023,11905,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,AFR_W,2023,9598,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,AME_C_S,2023,1888,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,AME_N,2023,117,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,ASI_E,2023,3909,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,ASI_W,2023,310,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,EU28,2023,13179,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,OCE,2023,19,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,WORLD,2023,74864,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,XASI_C_S,2023,17862,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,1,XEUR_NEU28_OTH,2023,15601,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,999,2023,4,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,AFR_C_S,2023,266,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,AFR_E,2023,214,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,AFR_N,2023,9715,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,AFR_W,2023,5673,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,AME_C_S,2023,3184,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,AME_N,2023,114,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,ASI_E,2023,4527,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,ASI_W,2023,246,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,EU28,2023,16704,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,OCE,2023,14,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,WORLD,2023,75519,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,XASI_C_S,2023,13643,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,2,XEUR_NEU28_OTH,2023,21215,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,999,2023,4,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,AFR_C_S,2023,553,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,AFR_E,2023,403,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,AFR_N,2023,21620,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,AFR_W,2023,15271,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,AME_C_S,2023,5072,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,AME_N,2023,231,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,ASI_E,2023,8436,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,ASI_W,2023,556,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,EU28,2023,29883,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,OCE,2023,33,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,WORLD,2023,150383,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,XASI_C_S,2023,31505,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC47,FJAN,9,XEUR_NEU28_OTH,2023,36816,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,999,2023,8,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,AFR_C_S,2023,418,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,AFR_E,2023,95,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,AFR_N,2023,6954,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,AFR_W,2023,2740,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,AME_C_S,2023,2737,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,AME_N,2023,41,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,ASI_E,2023,1682,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,ASI_W,2023,509,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,EU28,2023,9015,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,OCE,2023,7,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,WORLD,2023,31541,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,XASI_C_S,2023,2131,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,1,XEUR_NEU28_OTH,2023,5204,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,999,2023,5,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,AFR_C_S,2023,367,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,AFR_E,2023,136,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,AFR_N,2023,4997,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,AFR_W,2023,1294,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,AME_C_S,2023,3630,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,AME_N,2023,73,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,ASI_E,2023,1883,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,ASI_W,2023,364,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,EU28,2023,10208,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,OCE,2023,6,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,WORLD,2023,31954,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,XASI_C_S,2023,1308,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,2,XEUR_NEU28_OTH,2023,7683,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,999,2023,13,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,AFR_C_S,2023,785,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,AFR_E,2023,231,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,AFR_N,2023,11951,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,AFR_W,2023,4034,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,AME_C_S,2023,6367,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,AME_N,2023,114,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,ASI_E,2023,3565,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,ASI_W,2023,873,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,EU28,2023,19223,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,OCE,2023,13,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,WORLD,2023,63495,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,XASI_C_S,2023,3439,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC48,FJAN,9,XEUR_NEU28_OTH,2023,12887,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,999,2023,5,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,AFR_C_S,2023,148,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,AFR_E,2023,77,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,AFR_N,2023,3813,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,AFR_W,2023,1712,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,AME_C_S,2023,1062,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,AME_N,2023,13,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,ASI_E,2023,553,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,ASI_W,2023,65,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,EU28,2023,3965,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,OCE,2023,1,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,WORLD,2023,14646,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,XASI_C_S,2023,1474,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,1,XEUR_NEU28_OTH,2023,1758,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,999,2023,4,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,AFR_C_S,2023,169,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,AFR_E,2023,57,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,AFR_N,2023,3004,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,AFR_W,2023,999,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,AME_C_S,2023,1439,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,AME_N,2023,8,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,ASI_E,2023,632,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,ASI_W,2023,69,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,EU28,2023,4607,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,OCE,2023,3,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,WORLD,2023,14269,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,XASI_C_S,2023,1052,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,2,XEUR_NEU28_OTH,2023,2226,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,999,2023,9,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,AFR_C_S,2023,317,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,AFR_E,2023,134,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,AFR_N,2023,6817,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,AFR_W,2023,2711,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,AME_C_S,2023,2501,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,AME_N,2023,21,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,ASI_E,2023,1185,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,ASI_W,2023,134,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,EU28,2023,8572,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,OCE,2023,4,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,WORLD,2023,28915,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,XASI_C_S,2023,2526,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC49,FJAN,9,XEUR_NEU28_OTH,2023,3984,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,999,2023,0,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,AFR_C_S,2023,104,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,AFR_E,2023,54,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,AFR_N,2023,4035,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,AFR_W,2023,2691,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,AME_C_S,2023,790,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,AME_N,2023,17,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,ASI_E,2023,858,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,ASI_W,2023,68,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,EU28,2023,5661,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,OCE,2023,2,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,WORLD,2023,21277,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,XASI_C_S,2023,4398,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,1,XEUR_NEU28_OTH,2023,2599,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,999,2023,2,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,AFR_C_S,2023,85,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,AFR_E,2023,53,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,AFR_N,2023,3497,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,AFR_W,2023,1464,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,AME_C_S,2023,1319,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,AME_N,2023,21,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,ASI_E,2023,999,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,ASI_W,2023,65,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,EU28,2023,6936,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,OCE,2023,1,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,WORLD,2023,21206,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,XASI_C_S,2023,3435,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,2,XEUR_NEU28_OTH,2023,3329,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,999,2023,2,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,AFR_C_S,2023,189,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,AFR_E,2023,107,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,AFR_N,2023,7532,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,AFR_W,2023,4155,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,AME_C_S,2023,2109,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,AME_N,2023,38,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,ASI_E,2023,1857,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,ASI_W,2023,133,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,EU28,2023,12597,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,OCE,2023,3,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,WORLD,2023,42483,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,XASI_C_S,2023,7833,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4A,FJAN,9,XEUR_NEU28_OTH,2023,5928,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,999,2023,2,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,AFR_C_S,2023,40,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,AFR_E,2023,55,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,AFR_N,2023,5200,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,AFR_W,2023,2598,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,AME_C_S,2023,848,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,AME_N,2023,17,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,ASI_E,2023,2339,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,ASI_W,2023,174,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,EU28,2023,4307,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,OCE,2023,6,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,WORLD,2023,27552,,,FILTER__ITC4,,,,,,
IT1:29_317_DF_DCIS_POPSTRCIT1_24(1.0),A,ITC4B,FJAN,1,XASI_C_S,2023,8911,,,FILTER__ITC4,,,,,,
